locus_tag	ftype	gene	product	EC_number	COG
AENJPLPP_01207	CDS	ldh_2	L-lactate dehydrogenase	1.1.1.27	COG0039
AENJPLPP_01208	CDS		hypothetical protein		
AENJPLPP_01209	CDS		putative transcriptional regulatory protein		COG0217
AENJPLPP_01210	CDS		hypothetical protein		
AENJPLPP_01211	CDS	pepF1_2	Oligoendopeptidase F, plasmid	3.4.24.-	
AENJPLPP_01212	CDS		hypothetical protein		
AENJPLPP_01213	CDS		hypothetical protein		
AENJPLPP_01214	CDS	mreC	Cell shape-determining protein MreC		COG1792
AENJPLPP_01215	CDS	thiN	Thiamine pyrophosphokinase	2.7.6.2	COG1564
AENJPLPP_01216	CDS	rpe_1	Ribulose-phosphate 3-epimerase	5.1.3.1	
AENJPLPP_01217	CDS	rsgA	Small ribosomal subunit biogenesis GTPase RsgA	3.6.1.-	COG1162
AENJPLPP_01218	CDS	prkC	Serine/threonine-protein kinase PrkC	2.7.11.1	COG0515
AENJPLPP_01219	CDS	stp	Serine/threonine phosphatase stp	3.1.3.16	COG0631
AENJPLPP_01220	CDS	rsmB	Ribosomal RNA small subunit methyltransferase B	2.1.1.176	COG0144
AENJPLPP_01221	CDS	fmt	Methionyl-tRNA formyltransferase	2.1.2.9	
AENJPLPP_01222	CDS	def_1	Peptide deformylase	3.5.1.88	
AENJPLPP_01223	CDS	priA	primosomal protein N'	3.6.4.-	
AENJPLPP_01224	CDS	rpoZ	DNA-directed RNA polymerase subunit omega	2.7.7.6	
AENJPLPP_01225	CDS	gmk_2	Guanylate kinase	2.7.4.8	COG0194
AENJPLPP_01226	CDS		hypothetical protein		
AENJPLPP_01227	CDS		hypothetical protein		
AENJPLPP_01228	CDS		hypothetical protein		
AENJPLPP_01229	CDS		hypothetical protein		
AENJPLPP_01230	CDS		hypothetical protein		
AENJPLPP_01231	CDS	thiT	Thiamine transporter ThiT		
AENJPLPP_01232	CDS	prs	Ribose-phosphate pyrophosphokinase	2.7.6.1	COG0462
AENJPLPP_01233	CDS	glmU	Bifunctional protein GlmU		COG1207
AENJPLPP_01234	CDS	purR_1	Pur operon repressor		COG0503
AENJPLPP_01235	CDS	znuB	High-affinity zinc uptake system membrane protein ZnuB		COG1108
AENJPLPP_01236	CDS	znuC	High-affinity zinc uptake system ATP-binding protein ZnuC	7.2.2.-	COG1121
AENJPLPP_01237	CDS	znuA	High-affinity zinc uptake system binding-protein ZnuA		COG0803
AENJPLPP_01238	CDS	ispE	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	2.7.1.148	COG1947
AENJPLPP_01239	CDS	mprF_2	Phosphatidylglycerol lysyltransferase	2.3.2.3	
AENJPLPP_01240	CDS	proC	Pyrroline-5-carboxylate reductase	1.5.1.2	COG0345
AENJPLPP_01241	CDS	rny	Ribonuclease Y	3.1.-.-	COG1418
AENJPLPP_01242	CDS	recA	Protein RecA		COG0468
AENJPLPP_01243	CDS	cinA	Putative competence-damage inducible protein		COG1058
AENJPLPP_01244	CDS	pgsA	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	2.7.8.5	
AENJPLPP_01245	CDS		hypothetical protein		
AENJPLPP_01246	CDS		hypothetical protein		
AENJPLPP_01247	CDS		hypothetical protein		
AENJPLPP_01248	CDS	mscL	Large-conductance mechanosensitive channel		COG1970
AENJPLPP_01249	CDS	elaA	Protein ElaA		COG2153
AENJPLPP_01250	CDS	veg	Protein Veg		COG4466
AENJPLPP_01251	CDS	sigH	RNA polymerase sigma-H factor		COG1595
AENJPLPP_01252	CDS		hypothetical protein		
AENJPLPP_01253	CDS		Putative TrmH family tRNA/rRNA methyltransferase	2.1.1.-	
AENJPLPP_01254	CDS	mrnC	Mini-ribonuclease 3	3.1.26.-	COG1939
AENJPLPP_01255	CDS	cysS	Cysteine--tRNA ligase	6.1.1.16	COG0215
AENJPLPP_01256	CDS	cysE	Serine acetyltransferase	2.3.1.30	COG1045
AENJPLPP_01257	CDS	gltX	Glutamate--tRNA ligase	6.1.1.17	
AENJPLPP_01258	CDS	yacL	putative PIN and TRAM-domain containing protein YacL	3.1.-.-	COG4956
AENJPLPP_01259	CDS	radA	DNA repair protein RadA	3.6.4.-	COG1066
AENJPLPP_01260	CDS	dut	Deoxyuridine 5'-triphosphate nucleotidohydrolase	3.6.1.23	COG0756
AENJPLPP_01261	CDS	proB	Glutamate 5-kinase 1	2.7.2.11	COG0263
AENJPLPP_01262	CDS	proA	Gamma-glutamyl phosphate reductase	1.2.1.41	COG0014
AENJPLPP_01263	CDS		hypothetical protein		
AENJPLPP_01264	CDS		hypothetical protein		
AENJPLPP_01265	CDS	yfmO_1	Multidrug efflux protein YfmO		
AENJPLPP_01266	CDS	yfmO_2	Multidrug efflux protein YfmO		
AENJPLPP_01267	CDS		hypothetical protein		
AENJPLPP_01268	CDS		hypothetical protein		
AENJPLPP_01269	CDS	msr(C)	ABC-F type ribosomal protection protein Msr(C)		
AENJPLPP_01270	CDS	yodC_1	Putative NAD(P)H nitroreductase YodC	1.-.-.-	COG0778
AENJPLPP_01271	CDS	yodC_2	Putative NAD(P)H nitroreductase YodC	1.-.-.-	COG0778
AENJPLPP_01272	CDS		hypothetical protein		
AENJPLPP_01273	CDS		hypothetical protein		
AENJPLPP_01274	CDS		putative oxidoreductase	1.-.-.-	
AENJPLPP_01275	CDS		Putative acetyltransferase	2.3.1.-	
AENJPLPP_01276	CDS	hdfR_2	HTH-type transcriptional regulator HdfR		
AENJPLPP_01277	CDS	sacY	Levansucrase and sucrase synthesis operon antiterminator		COG3711
AENJPLPP_01278	CDS	ptsG_2	PTS system glucose-specific EIICBA component	2.7.1.199	COG1263
AENJPLPP_01279	CDS		hypothetical protein		
AENJPLPP_01280	CDS	qorB	Quinone oxidoreductase 2	1.6.5.2	COG0702
AENJPLPP_01281	CDS	ywnA	Putative HTH-type transcriptional regulator YwnA		COG1959
AENJPLPP_01282	CDS		hypothetical protein		
AENJPLPP_01283	CDS		hypothetical protein		
AENJPLPP_01284	CDS		hypothetical protein		
AENJPLPP_01285	CDS	xylB_1	Xylulose kinase	2.7.1.17	COG1070
AENJPLPP_01286	CDS	ygaZ_2	Inner membrane protein YgaZ		COG1296
AENJPLPP_01287	CDS		hypothetical protein		
AENJPLPP_01288	CDS		Zinc-type alcohol dehydrogenase-like protein		
AENJPLPP_01289	CDS	dus	putative tRNA-dihydrouridine synthase	1.3.1.-	
AENJPLPP_01290	CDS	yadH	Inner membrane transport permease YadH		COG0842
AENJPLPP_01291	CDS	yadG	putative ABC transporter ATP-binding protein YadG		COG1131
AENJPLPP_01292	CDS		hypothetical protein		
AENJPLPP_01293	CDS	mutS_1	DNA mismatch repair protein MutS		
AENJPLPP_01294	CDS	phoR_2	Alkaline phosphatase synthesis sensor protein PhoR	2.7.13.3	COG0642
AENJPLPP_01295	CDS	arlR_2	Response regulator ArlR		COG0745
AENJPLPP_01296	CDS		hypothetical protein		
AENJPLPP_01297	CDS	bcrA_1	Bacitracin transport ATP-binding protein BcrA		
AENJPLPP_01298	CDS		hypothetical protein		
AENJPLPP_01299	CDS		hypothetical protein		
AENJPLPP_01300	CDS		hypothetical protein		
AENJPLPP_01301	CDS		hypothetical protein		
AENJPLPP_01302	CDS		hypothetical protein		
AENJPLPP_01303	CDS		hypothetical protein		
AENJPLPP_01304	CDS		hypothetical protein		
AENJPLPP_01305	CDS		hypothetical protein		
AENJPLPP_01306	CDS		hypothetical protein		
AENJPLPP_01307	CDS		hypothetical protein		
AENJPLPP_01308	CDS	hhaIM	Modification methylase HhaI	2.1.1.37	
AENJPLPP_01309	CDS		hypothetical protein		
AENJPLPP_01310	CDS		hypothetical protein		
AENJPLPP_01311	CDS		hypothetical protein		
AENJPLPP_01312	CDS		hypothetical protein		
AENJPLPP_01313	CDS		hypothetical protein		
AENJPLPP_01314	CDS		hypothetical protein		
AENJPLPP_01315	CDS		hypothetical protein		
AENJPLPP_01316	CDS		hypothetical protein		
AENJPLPP_01317	CDS		hypothetical protein		
AENJPLPP_01318	CDS		hypothetical protein		
AENJPLPP_01319	CDS		hypothetical protein		
AENJPLPP_01320	CDS		hypothetical protein		
AENJPLPP_01321	CDS	ribZ_1	Riboflavin transporter RibZ		
AENJPLPP_01322	CDS		hypothetical protein		
AENJPLPP_01323	CDS		hypothetical protein		
AENJPLPP_01324	CDS	noxE	NADH oxidase	1.6.99.3	COG0446
AENJPLPP_01325	CDS		hypothetical protein		
AENJPLPP_01326	CDS		hypothetical protein		
AENJPLPP_01327	CDS	rhaR_4	HTH-type transcriptional activator RhaR		
AENJPLPP_01328	CDS		hypothetical protein		
AENJPLPP_01329	CDS		hypothetical protein		
AENJPLPP_01330	CDS		hypothetical protein		
AENJPLPP_01331	CDS		hypothetical protein		
AENJPLPP_01332	CDS		ISL3 family transposase IS1251		
AENJPLPP_01333	CDS		hypothetical protein		
AENJPLPP_01334	CDS		hypothetical protein		
AENJPLPP_01335	CDS		hypothetical protein		
AENJPLPP_01336	CDS		hypothetical protein		
AENJPLPP_01337	CDS	yjiA	P-loop guanosine triphosphatase YjiA	3.6.-.-	COG0523
AENJPLPP_01338	CDS	rpmGA_2	50S ribosomal protein L33 1		
AENJPLPP_01339	CDS		hypothetical protein		
AENJPLPP_01340	CDS	rpmF_2	50S ribosomal protein L32		COG0333
AENJPLPP_01341	CDS	rpsN2_1	Alternate 30S ribosomal protein S14		COG0199
AENJPLPP_01342	CDS	ndvA	Beta-(1-->2)glucan export ATP-binding/permease protein NdvA	7.5.2.3	COG1132
AENJPLPP_01343	CDS	btuD_2	Vitamin B12 import ATP-binding protein BtuD	7.6.2.8	
AENJPLPP_01344	CDS		hypothetical protein		
AENJPLPP_01345	CDS	btuD_3	Vitamin B12 import ATP-binding protein BtuD	7.6.2.8	
AENJPLPP_01346	CDS	ykoD	Putative HMP/thiamine import ATP-binding protein YkoD	3.6.3.-	COG1122
AENJPLPP_01347	CDS		hypothetical protein		
AENJPLPP_01348	CDS		hypothetical protein		
AENJPLPP_01349	CDS		hypothetical protein		
AENJPLPP_01350	CDS		hypothetical protein		
AENJPLPP_01351	CDS	ssaB_1	Manganese ABC transporter substrate-binding lipoprotein		COG0803
AENJPLPP_01352	CDS	mntD	Manganese transport system membrane protein MntD		COG1108
AENJPLPP_01353	CDS		hypothetical protein		
AENJPLPP_01354	CDS		IS110 family transposase ISBth13		
AENJPLPP_01355	CDS	scaC_1	Manganese import ATP-binding protein ScaC	7.2.2.5	COG1121
AENJPLPP_01356	CDS	xerC_6	Tyrosine recombinase XerC		
AENJPLPP_01357	CDS	rpsI	30S ribosomal protein S9		COG0103
AENJPLPP_01358	CDS	rplM	50S ribosomal protein L13		
AENJPLPP_01359	CDS	dps	DNA protection during starvation protein	1.16.-.-	COG0783
AENJPLPP_01360	CDS	xylB_2	Xylulose kinase	2.7.1.17	COG1070
AENJPLPP_01361	CDS	comC	Type 4 prepilin-like proteins leader peptide-processing enzyme		
AENJPLPP_01362	CDS	msrA_2	Peptide methionine sulfoxide reductase MsrA	1.8.4.11	COG0225
AENJPLPP_01363	CDS	yvdM_1	Beta-phosphoglucomutase	5.4.2.6	COG0637
AENJPLPP_01364	CDS	glxK	Glycerate kinase	2.7.1.31	
AENJPLPP_01365	CDS	ycjT	Kojibiose phosphorylase	2.4.1.230	COG1554
AENJPLPP_01366	CDS	rifL	Putative UDP-kanosamine synthase oxidoreductase subunit	1.1.1.-	
AENJPLPP_01367	CDS		hypothetical protein		
AENJPLPP_01368	CDS	tdh	L-threonine 3-dehydrogenase	1.1.1.103	
AENJPLPP_01369	CDS	ycjP	Inner membrane ABC transporter permease protein YcjP		COG0395
AENJPLPP_01370	CDS	ycjO	Inner membrane ABC transporter permease protein YcjO		COG1175
AENJPLPP_01371	CDS		hypothetical protein		
AENJPLPP_01372	CDS	ycjM	Glucosylglycerate phosphorylase	2.4.1.352	COG0366
AENJPLPP_01373	CDS	purR_2	HTH-type transcriptional repressor PurR		COG1609
AENJPLPP_01374	CDS	rpoC	DNA-directed RNA polymerase subunit beta'	2.7.7.6	COG0086
AENJPLPP_01375	CDS	rpoB	DNA-directed RNA polymerase subunit beta	2.7.7.6	COG0085
AENJPLPP_01376	CDS		hypothetical protein		
AENJPLPP_01377	CDS		hypothetical protein		
AENJPLPP_01378	CDS	yxdL_1	ABC transporter ATP-binding protein YxdL		COG1136
AENJPLPP_01379	CDS	birA	Bifunctional ligase/repressor BirA	6.3.4.15	COG0340
AENJPLPP_01380	CDS		hypothetical protein		
AENJPLPP_01381	CDS		hypothetical protein		
AENJPLPP_01382	CDS	hepT	Heptaprenyl diphosphate synthase component 2	2.5.1.30	COG0142
AENJPLPP_01383	CDS		hypothetical protein		
AENJPLPP_01384	CDS		hypothetical protein		
AENJPLPP_01385	CDS	norW	Nitric oxide reductase FlRd-NAD(+) reductase	1.18.1.-	
AENJPLPP_01386	CDS		hypothetical protein		
AENJPLPP_01387	CDS	apbE	FAD:protein FMN transferase	2.7.1.180	COG1477
AENJPLPP_01388	CDS	menA	1,4-dihydroxy-2-naphthoate octaprenyltransferase	2.5.1.74	
AENJPLPP_01389	CDS	gor	Glutathione reductase	1.8.1.7	COG1249
AENJPLPP_01390	CDS		hypothetical protein		
AENJPLPP_01391	CDS	rlhA	23S rRNA 5-hydroxycytidine synthase		COG0826
AENJPLPP_01392	CDS	clpC	Negative regulator of genetic competence ClpC/MecB		COG0542
AENJPLPP_01393	CDS	ctsR	Transcriptional regulator CtsR		COG4463
AENJPLPP_01403	CDS	srrA_2	Transcriptional regulatory protein SrrA		COG0745
AENJPLPP_01404	CDS	rcsC	Sensor histidine kinase RcsC	2.7.13.3	
AENJPLPP_01405	CDS	serS	Serine--tRNA ligase	6.1.1.11	
AENJPLPP_01406	CDS	guaB	Inosine-5'-monophosphate dehydrogenase	1.1.1.205	COG0516
AENJPLPP_01407	CDS		hypothetical protein		
AENJPLPP_01408	CDS	ychF	Ribosome-binding ATPase YchF		COG0012
AENJPLPP_01409	CDS		hypothetical protein		
AENJPLPP_01410	CDS	spo0J	Stage 0 sporulation protein J		COG1475
AENJPLPP_01411	CDS	soj_1	Sporulation initiation inhibitor protein Soj	3.6.-.-	COG1192
AENJPLPP_01412	CDS	rsmG	Ribosomal RNA small subunit methyltransferase G	2.1.1.-	COG0357
AENJPLPP_01413	CDS	mnmG	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG		
AENJPLPP_01414	CDS	mnmE_1	tRNA modification GTPase MnmE	3.6.5.-	COG0486
AENJPLPP_01415	CDS	mnmE_2	tRNA modification GTPase MnmE	3.6.-.-	COG0486
AENJPLPP_01416	CDS		hypothetical protein		
AENJPLPP_01417	CDS		hypothetical protein		
AENJPLPP_01418	CDS	misCA	Membrane protein insertase MisCA		COG0706
AENJPLPP_01419	CDS	rnpA	Ribonuclease P protein component	3.1.26.5	COG0594
AENJPLPP_01420	CDS	rpmH	50S ribosomal protein L34		
AENJPLPP_01421	CDS	dnaA	Chromosomal replication initiator protein DnaA		COG0593
AENJPLPP_01422	CDS	dnaN	Beta sliding clamp		COG0592
AENJPLPP_01423	CDS		hypothetical protein		
AENJPLPP_01424	CDS	recF	DNA replication and repair protein RecF		COG1195
AENJPLPP_01425	CDS	gyrB	DNA gyrase subunit B	5.6.2.2	COG0187
AENJPLPP_01426	CDS	gyrA	DNA gyrase subunit A	5.6.2.2	COG0188
AENJPLPP_01427	CDS	rpsF	30S ribosomal protein S6		COG0360
AENJPLPP_01428	CDS	ssb_1	Single-stranded DNA-binding protein		COG0629
AENJPLPP_01429	CDS	rpsR	30S ribosomal protein S18		COG0238
AENJPLPP_01430	CDS		hypothetical protein		
AENJPLPP_01431	CDS	gdpP	Cyclic-di-AMP phosphodiesterase GdpP	3.1.4.59	COG3887
AENJPLPP_01432	CDS	rplI	50S ribosomal protein L9		
AENJPLPP_01433	CDS	dnaC	Replicative DNA helicase	3.6.4.12	COG0305
AENJPLPP_01434	CDS	purA	Adenylosuccinate synthetase	6.3.4.4	COG0104
AENJPLPP_01435	CDS		DegV domain-containing protein		
AENJPLPP_01436	CDS	ybiT_3	putative ABC transporter ATP-binding protein YbiT		COG0488
AENJPLPP_01437	CDS		hypothetical protein		
AENJPLPP_01438	CDS	pox5	Pyruvate oxidase	1.2.3.3	COG0028
AENJPLPP_01439	CDS	zupT	Zinc transporter ZupT		COG0428
AENJPLPP_01440	CDS		hypothetical protein		
AENJPLPP_01441	CDS		Potassium channel		
AENJPLPP_01442	CDS		hypothetical protein		
AENJPLPP_01443	CDS		hypothetical protein		
AENJPLPP_01444	CDS		hypothetical protein		
AENJPLPP_01445	CDS		hypothetical protein		
AENJPLPP_01446	CDS		hypothetical protein		
AENJPLPP_01447	CDS		hypothetical protein		
AENJPLPP_01448	CDS		hypothetical protein		
AENJPLPP_01449	CDS		hypothetical protein		
AENJPLPP_01450	CDS	yvdM_2	Beta-phosphoglucomutase	5.4.2.6	COG0637
AENJPLPP_01451	CDS	lacR_2	Lactose phosphotransferase system repressor		
AENJPLPP_01452	CDS	lacG_2	6-phospho-beta-galactosidase	3.2.1.85	COG2723
AENJPLPP_01453	CDS	lacF_3	PTS system lactose-specific EIIA component		
AENJPLPP_01454	CDS	lacE_2	PTS system lactose-specific EIICB component		COG1455
AENJPLPP_01455	CDS		hypothetical protein		
AENJPLPP_01456	CDS	guaA_1	GMP synthase [glutamine-hydrolyzing]	6.3.5.2	
AENJPLPP_01457	CDS	coaA	Pantothenate kinase	2.7.1.33	
AENJPLPP_01458	CDS	rsmC	Ribosomal RNA small subunit methyltransferase C	2.1.1.172	COG2813
AENJPLPP_01459	CDS	degA_1	HTH-type transcriptional regulator DegA		COG1609
AENJPLPP_01460	CDS	pdp	Pyrimidine-nucleoside phosphorylase	2.4.2.2	COG0213
AENJPLPP_01461	CDS	deoC	Deoxyribose-phosphate aldolase	4.1.2.4	COG0274
AENJPLPP_01462	CDS	cdd	Cytidine deaminase	3.5.4.5	COG0295
AENJPLPP_01463	CDS	tmpC	Membrane lipoprotein TmpC		COG1744
AENJPLPP_01464	CDS	mglA	Galactose/methyl galactoside import ATP-binding protein MglA	7.5.2.11	COG1129
AENJPLPP_01465	CDS		hypothetical protein		
AENJPLPP_01466	CDS		hypothetical protein		
AENJPLPP_01467	CDS	deoB	Phosphopentomutase	5.4.2.7	
AENJPLPP_01468	CDS	punA	Purine nucleoside phosphorylase 1	2.4.2.1	
AENJPLPP_01469	CDS	deoD	Purine nucleoside phosphorylase DeoD-type	2.4.2.1	COG0813
AENJPLPP_01470	CDS	gpmA_3	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	5.4.2.11	
AENJPLPP_01471	CDS	hin	DNA-invertase hin		COG1961
AENJPLPP_01472	CDS	rpiA	Ribose-5-phosphate isomerase A	5.3.1.6	COG0120
AENJPLPP_01473	CDS	rpsL	30S ribosomal protein S12		COG0048
AENJPLPP_01474	CDS	rpsG	30S ribosomal protein S7		COG0049
AENJPLPP_01475	CDS	fus	Elongation factor G		
AENJPLPP_01476	CDS	tuf_2	Elongation factor Tu		COG0050
AENJPLPP_01477	CDS	rpsJ	30S ribosomal protein S10		COG0051
AENJPLPP_01478	CDS	rplC	50S ribosomal protein L3		COG0087
AENJPLPP_01479	CDS	rplD	50S ribosomal protein L4		COG0088
AENJPLPP_01480	CDS	rplW	50S ribosomal protein L23		
AENJPLPP_01481	CDS	rplB	50S ribosomal protein L2		COG0090
AENJPLPP_01482	CDS	rpsS	30S ribosomal protein S19		COG0185
AENJPLPP_01483	CDS	rplV	50S ribosomal protein L22		COG0091
AENJPLPP_01484	CDS	rpsC	30S ribosomal protein S3		COG0092
AENJPLPP_01485	CDS	rplP	50S ribosomal protein L16		COG0197
AENJPLPP_01486	CDS	rpmC	50S ribosomal protein L29		COG0255
AENJPLPP_01487	CDS	rpsQ	30S ribosomal protein S17		COG0186
AENJPLPP_01488	CDS	rplN	50S ribosomal protein L14		COG0093
AENJPLPP_01489	CDS	rplX	50S ribosomal protein L24		
AENJPLPP_01490	CDS	rplE	50S ribosomal protein L5		COG0094
AENJPLPP_01491	CDS	rpsZ	30S ribosomal protein S14 type Z		COG0199
AENJPLPP_01492	CDS	rpsH	30S ribosomal protein S8		COG0096
AENJPLPP_01493	CDS	rplF	50S ribosomal protein L6		
AENJPLPP_01494	CDS	rplR	50S ribosomal protein L18		COG0256
AENJPLPP_01495	CDS	rpsE	30S ribosomal protein S5		COG0098
AENJPLPP_01496	CDS	rpmD	50S ribosomal protein L30		COG1841
AENJPLPP_01497	CDS	rplO	50S ribosomal protein L15		
AENJPLPP_01498	CDS	secY	Protein translocase subunit SecY		
AENJPLPP_01499	CDS	adk	Adenylate kinase	2.7.4.3	
AENJPLPP_01500	CDS	infA	Translation initiation factor IF-1		COG0361
AENJPLPP_01501	CDS	rpmJ	50S ribosomal protein L36		COG0257
AENJPLPP_01502	CDS	rpsM	30S ribosomal protein S13		COG0099
AENJPLPP_01503	CDS	rpsK	30S ribosomal protein S11		
AENJPLPP_01504	CDS	rpoA	DNA-directed RNA polymerase subunit alpha	2.7.7.6	COG0202
AENJPLPP_01505	CDS	rplQ	50S ribosomal protein L17		COG0203
AENJPLPP_01506	CDS	ecfA1	Energy-coupling factor transporter ATP-binding protein EcfA1	7.-.-.-	
AENJPLPP_01507	CDS	ecfA2	Energy-coupling factor transporter ATP-binding protein EcfA2	3.6.3.-	
AENJPLPP_01508	CDS	ecfT	Energy-coupling factor transporter transmembrane protein EcfT		
AENJPLPP_01509	CDS	truA	tRNA pseudouridine synthase A	5.4.99.12	COG0101
AENJPLPP_01510	CDS		hypothetical protein		
AENJPLPP_01511	CDS	lrpC	HTH-type transcriptional regulator LrpC		COG1522
AENJPLPP_01512	CDS		IS256 family transposase IS256		
AENJPLPP_01513	CDS		IS256 family transposase ISEf1		
AENJPLPP_01514	CDS		hypothetical protein		
AENJPLPP_01515	CDS		hypothetical protein		
AENJPLPP_01516	CDS		hypothetical protein		
AENJPLPP_01517	CDS		IS982 family transposase ISEfm1		
AENJPLPP_01518	CDS		hypothetical protein		
AENJPLPP_01519	CDS	rpmB	50S ribosomal protein L28		
AENJPLPP_01520	CDS		putative protein		
AENJPLPP_01521	CDS		putative protein		
AENJPLPP_01522	CDS	recG	ATP-dependent DNA helicase RecG	3.6.4.12	
AENJPLPP_01523	CDS	plsX	Phosphate acyltransferase	2.3.1.274	COG0416
AENJPLPP_01524	CDS	acpP	Acyl carrier protein		COG0236
AENJPLPP_01525	CDS		IS110 family transposase ISBth13		
AENJPLPP_01526	CDS	oppD_1	Oligopeptide transport ATP-binding protein OppD		COG0444
AENJPLPP_01527	CDS	oppF_1	Oligopeptide transport ATP-binding protein OppF		COG4608
AENJPLPP_01528	CDS	gsiC	Glutathione transport system permease protein GsiC		COG0601
AENJPLPP_01529	CDS		hypothetical protein		
AENJPLPP_01530	CDS		hypothetical protein		
AENJPLPP_01531	CDS	rnc	Ribonuclease 3	3.1.26.3	COG0571
AENJPLPP_01532	CDS	smc_2	Chromosome partition protein Smc		COG1196
AENJPLPP_01533	CDS	yidA_2	Sugar phosphatase YidA	3.1.3.23	COG0561
AENJPLPP_01534	CDS	ftsY	Signal recognition particle receptor FtsY		COG0552
AENJPLPP_01535	CDS	gshAB	Glutathione biosynthesis bifunctional protein GshAB		COG1181
AENJPLPP_01536	CDS	yueI	putative protein YueI		COG5506
AENJPLPP_01537	CDS	yclN	Petrobactin import system permease protein YclN		COG4606
AENJPLPP_01538	CDS	yclO	Petrobactin import system permease protein YclO		COG4605
AENJPLPP_01539	CDS	yclP	Petrobactin import ATP-binding protein YclP	7.2.2.-	COG4604
AENJPLPP_01540	CDS	yclQ	Petrobactin-binding protein YclQ		COG4607
AENJPLPP_01541	CDS		hypothetical protein		
AENJPLPP_01542	CDS		IS30 family transposase IS1252		COG2826
AENJPLPP_01543	CDS		hypothetical protein		
AENJPLPP_01544	CDS		IS256 family transposase IS256		
AENJPLPP_01545	CDS		hypothetical protein		
AENJPLPP_01546	CDS		hypothetical protein		
AENJPLPP_01547	CDS		IS982 family transposase ISEfm1		
AENJPLPP_01548	CDS		hypothetical protein		
AENJPLPP_01549	CDS		hypothetical protein		
AENJPLPP_01550	CDS		IS30 family transposase IS6770		COG2826
AENJPLPP_01551	CDS	gla	Glycerol facilitator-aquaporin gla		COG0580
AENJPLPP_01552	CDS	cidA	Holin-like protein CidA		
AENJPLPP_01553	CDS	yohK	Inner membrane protein YohK		COG1346
AENJPLPP_01554	CDS		hypothetical protein		
AENJPLPP_01555	CDS		hypothetical protein		
AENJPLPP_01556	CDS		3-beta-hydroxycholanate 3-dehydrogenase (NAD(+)) 2	1.1.1.391	COG1028
AENJPLPP_01557	CDS	queT_2	Queuosine precursor transporter QueT		COG4708
AENJPLPP_01558	CDS	bioY2	Biotin transporter BioY2		COG1268
AENJPLPP_01559	CDS	rpsD	30S ribosomal protein S4		COG0522
AENJPLPP_01560	CDS	nirC	Nitrite transporter NirC		COG2116
AENJPLPP_01561	CDS		hypothetical protein		
AENJPLPP_01562	CDS		Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase		
AENJPLPP_01563	CDS	ymdB	2',3'-cyclic-nucleotide 2'-phosphodiesterase	3.1.4.16	COG1692
AENJPLPP_01564	CDS		hypothetical protein		
AENJPLPP_01565	CDS	mutS_2	DNA mismatch repair protein MutS		COG0249
AENJPLPP_01566	CDS	mutL	DNA mismatch repair protein MutL		COG0323
AENJPLPP_01567	CDS	maf	dTTP/UTP pyrophosphatase	3.6.1.9	COG0424
AENJPLPP_01568	CDS		hypothetical protein		
AENJPLPP_01569	CDS	treR	HTH-type transcriptional regulator TreR		COG2188
AENJPLPP_01570	CDS	msrB	Peptide methionine sulfoxide reductase MsrB	1.8.4.12	
AENJPLPP_01571	CDS	ruvA	Holliday junction ATP-dependent DNA helicase RuvA	3.6.4.12	COG0632
